017ed5d8-3fcc-49e3-adf3-c27897427b08,2016-10-21 19:45:18 +0900,8,0
017ed5d8-3fcc-49e3-adf3-c27897427b08,2016-10-21 20:37:05 +0900,8,0
017ed5d8-3fcc-49e3-adf3-c27897427b08,2016-10-21 20:37:26 +0900,8,1
017ed5d8-3fcc-49e3-adf3-c27897427b08,2016-10-21 20:40:00 +0900,8,1
017ed5d8-3fcc-49e3-adf3-c27897427b08,2016-10-25 11:21:34 +0900,9,0
01f0d6a4-ce19-4fa6-a46b-250bfddf553a,2016-10-13 14:33:10 +0900,8,0
01f0d6a4-ce19-4fa6-a46b-250bfddf553a,2016-10-13 14:33:39 +0900,8,1
020e7551-0422-4027-a186-764f5ad01581,2016-09-26 15:24:26 +0900,8,0
04cf1b65-e095-4083-8644-f593fb3dffe0,2016-09-29 19:56:56 +0900,8,0
07fcd144-c249-4675-a76d-49f08a90c2ca,2016-08-31 13:40:36 +0900,8,0
08d6b127-6026-4e77-85db-f59883167f9e,2016-10-30 15:47:54 +0900,7,0
091361a7-ddce-44fe-a94f-3c63b435cc01,2016-10-04 11:48:25 +0900,4,0
0b4d7f30-3be0-4c7d-bc2d-178a46d9e9fd,2016-11-02 17:08:24 +0900,6,0
0baf25ae-9fb2-40c8-be06-748eedbb0199,2016-09-30 12:33:15 +0900,8,0
0d4c36d2-9766-44bd-b488-ea53172ecbee,2016-09-20 16:29:56 +0900,8,0
0d70c703-440e-4844-800e-87cd3baa18fb,2016-10-03 15:08:55 +0900,8,0
0dfd1fc8-2cbd-4a9b-b042-72bf2b8d8589,2016-10-04 11:28:10 +0900,4,0
0ed197d8-4f84-4cad-85f7-a3682c5ccce8,2016-10-11 11:24:27 +0900,8,0
0ed197d8-4f84-4cad-85f7-a3682c5ccce8,2016-10-12 06:08:47 +0900,8,0
0ed197d8-4f84-4cad-85f7-a3682c5ccce8,2016-10-12 16:23:32 +0900,8,0
0ed197d8-4f84-4cad-85f7-a3682c5ccce8,2016-10-12 23:09:58 +0900,8,0
0ed197d8-4f84-4cad-85f7-a3682c5ccce8,2016-10-13 04:25:28 +0900,8,0
0f403239-a888-4cc7-93fe-3b7adc3c49f1,2016-10-04 11:41:30 +0900,18,0
1050ef7c-bad7-44c4-a1ed-a3ca826eb4a9,2016-10-04 11:37:48 +0900,4,0
13b4f82c-fd71-454a-94f4-ea7422f45189,2016-10-04 11:41:21 +0900,11,0
13b4f82c-fd71-454a-94f4-ea7422f45189,2016-10-04 11:41:24 +0900,15,1
193760bd-9aed-4928-bbb3-2dc36ab3f567,2016-09-06 02:18:32 +0900,8,0
1960e311-8486-4901-8f40-5addabed0752,2016-11-01 19:38:50 +0900,19,0
1e77b65d-0b00-47a1-a45b-e6bc367ea769,2016-09-23 18:11:25 +0900,8,0
1eb9c6ff-35b8-4e46-a429-db1deefacb00,2016-11-01 18:27:45 +0900,7,0
1ec3052c-b8c2-4723-9e4a-a2261192dc85,2016-10-11 10:56:08 +0900,8,0
1fa8ab02-3338-4f7e-8542-10dc8ff41981,2016-10-04 11:37:20 +0900,4,0
221b36ab-7f60-4b3f-b9d0-6dcd3b395cda,2016-09-27 16:07:56 +0900,8,0
22c7bda9-dd40-44b8-bf2b-ee75794f6f50,2016-11-08 21:48:23 +0900,8,0
22c7bda9-dd40-44b8-bf2b-ee75794f6f50,2016-11-08 21:48:28 +0900,8,1
22c7bda9-dd40-44b8-bf2b-ee75794f6f50,2016-11-08 21:26:11 +0900,8,0
22c7bda9-dd40-44b8-bf2b-ee75794f6f50,2016-11-08 21:55:31 +0900,9,0
2365b490-26fa-4ec8-be62-f59f330196a0,2016-09-05 11:44:28 +0900,8,0
2365b490-26fa-4ec8-be62-f59f330196a0,2016-09-05 11:50:05 +0900,8,1
2389e6aa-0d9b-4ffe-a535-d5d1db1bfac3,2016-10-18 11:33:16 +0900,10,0
2389e6aa-0d9b-4ffe-a535-d5d1db1bfac3,2016-10-18 11:35:13 +0900,10,1
2389e6aa-0d9b-4ffe-a535-d5d1db1bfac3,2016-10-18 11:35:39 +0900,10,1
24d2372f-2bbf-4057-9cdb-92642eb81619,2016-10-25 00:40:36 +0900,8,0
24d2372f-2bbf-4057-9cdb-92642eb81619,2016-10-25 00:40:52 +0900,8,1
24d2372f-2bbf-4057-9cdb-92642eb81619,2016-10-25 12:14:53 +0900,9,0
25c759f8-8ef8-4166-b1b2-f93af28037a8,2016-09-29 19:55:48 +0900,8,0
26e123d3-0982-43ab-b819-82e5af09fe54,2016-10-27 21:06:09 +0900,8,0
274bd8e9-1135-434c-a0a6-982986bc2af1,2016-11-04 13:51:32 +0900,10,0
2d7a5090-d6f0-4205-80d1-f1ef9f42db2a,2016-10-03 14:59:23 +0900,8,0
2dbe9572-e026-4823-87e5-ebd8d71832bd,2016-08-31 18:13:47 +0900,8,0
31499fb6-fa94-4fb8-9ae1-884cb47ae1b1,2016-10-04 11:59:49 +0900,12,0
31499fb6-fa94-4fb8-9ae1-884cb47ae1b1,2016-10-04 11:59:42 +0900,13,0
31499fb6-fa94-4fb8-9ae1-884cb47ae1b1,2016-10-04 11:59:45 +0900,12,1
32a674f2-a184-4d47-a449-61ed129ba6e7,2016-11-02 20:11:00 +0900,10,0
33a92924-0bb4-42af-9ae5-9b8361715896,2016-10-04 11:57:04 +0900,4,0
33d41079-5a8e-4b67-be6f-d63b9cc718f1,2016-10-04 12:04:41 +0900,4,0
34c5b8d2-c5e1-4880-ac7f-61a72e3490d6,2016-10-31 16:09:12 +0900,7,0
34c5b8d2-c5e1-4880-ac7f-61a72e3490d6,2016-10-31 16:15:19 +0900,7,1
34fd5969-c242-4cfb-81da-8decde8446ca,2016-10-04 11:34:17 +0900,4,0
361a298d-3640-41de-b77e-7d6dc571e9ed,2016-08-31 12:38:08 +0900,8,0
361a298d-3640-41de-b77e-7d6dc571e9ed,2016-08-31 13:37:58 +0900,8,0
361a298d-3640-41de-b77e-7d6dc571e9ed,2016-08-31 13:38:50 +0900,8,1
3c2e1b8a-1b78-49a5-84c6-b90dc24da106,2016-08-24 17:52:06 +0900,5,0
3cc3742b-c1bf-4683-8a7a-8d9b334afdae,2016-08-31 19:17:15 +0900,8,0
3ccabc9b-bf1e-4993-bf26-7f90508a9e76,2016-10-04 11:59:49 +0900,17,0
3e61fdd9-022a-451a-bc6e-f380fbd2ea5e,2016-09-28 13:40:11 +0900,8,0
4207db52-11af-498d-9c35-277fa2bff23d,2016-10-06 18:48:55 +0900,8,0
42e88a9d-bb32-417a-b8a5-5c68b0261046,2016-08-24 17:52:39 +0900,5,0
43c15858-f14d-4ded-a691-263ae7ce57fa,2016-10-13 00:29:29 +0900,8,0
44167799-1a8e-4b0d-ab9b-a2a4a5c46283,2016-10-13 10:34:36 +0900,8,0
45d5c241-b719-490c-9c04-655b929091ca,2016-09-26 12:47:41 +0900,8,0
